move_key,name_en,name_es,type_key,category_key,power,accuracy,pp,priority,targeting_key,makes_contact,is_sound,is_pulse,is_punch,is_bite,is_slashing,is_status,effect_short_en,effect_short_es,effect_long_en,effect_long_es,source_key
rain_dance,Rain Dance,Danza Lluvia,water,status,,,5,,unknown,0,0,0,0,0,0,1,"The user summons a heavy rain that falls for five turns, powering up Water-type attacks. The rain also lowers the power of Fire-type attacks.",Genera una fuerte lluvia que refuerza los movimientos de tipo Agua durante cinco turnos.,"The user summons a heavy rain that falls for five turns, powering up Water-type attacks. The rain also lowers the power of Fire-type attacks.",Genera una fuerte lluvia que refuerza los movimientos de tipo Agua durante cinco turnos.,championslab
rapid_spin,Rapid Spin,Giro Rápido,normal,physical,50,100,20,,unknown,0,0,0,0,0,0,0,Removes the Bound and Leech Seeded statuses from the user and removes the Sticky Web Stealth Rock Spikes and Toxic Spikes statuses from the user's side. Boosts the user's Speed stat by 1 stage.,"Ataque giratorio que puede eliminar movimientos como Atadura, Constricción, Drenadoras y Púas.",Removes the Bound and Leech Seeded statuses from the user and removes the Sticky Web Stealth Rock Spikes and Toxic Spikes statuses from the user's side. Boosts the user's Speed stat by 1 stage.,"Ataque giratorio que puede eliminar movimientos como Atadura, Constricción, Drenadoras y Púas.",championslab
razor_leaf,Razor Leaf,Hoja Afilada,grass,physical,55,95,25,,unknown,0,0,0,0,0,0,0,Sharp-edged leaves are launched to slash at opposing Pokémon. This move has a heightened chance of landing a critical hit.,Corta con hojas afiladas. Suele ser crítico.,Sharp-edged leaves are launched to slash at opposing Pokémon. This move has a heightened chance of landing a critical hit.,Corta con hojas afiladas. Suele ser crítico.,championslab
razor_shell,Razor Shell,Concha Filo,water,physical,75,95,10,,unknown,0,0,0,0,0,0,0,The user cuts the target with sharp shells to inflict damage. This may also lower the target's Defense stat.,Una afilada vieira ataca al objetivo. También puede hacer disminuir su Defensa.,The user cuts the target with sharp shells to inflict damage. This may also lower the target's Defense stat.,Una afilada vieira ataca al objetivo. También puede hacer disminuir su Defensa.,championslab
recover,Recover,Recuperación,normal,status,,,5,,unknown,0,0,0,0,0,0,1,"The user regenerates its cells, restoring its own HP by up to half its max HP.",Restaura hasta la mitad de los PS máximos.,"The user regenerates its cells, restoring its own HP by up to half its max HP.",Restaura hasta la mitad de los PS máximos.,championslab
recycle,Recycle,Reciclaje,normal,status,,,10,,unknown,0,0,0,0,0,0,1,The user recycles a held item that has been used in battle so it can be used again.,Recicla y así recupera un objeto equipado de un solo uso que ya haya sido empleado durante el combate.,The user recycles a held item that has been used in battle so it can be used again.,Recicla y así recupera un objeto equipado de un solo uso que ya haya sido empleado durante el combate.,championslab
reflect,Reflect,Reflejo,psychic,status,,,20,,unknown,0,0,0,0,0,0,1,A wondrous wall of light is put up to reduce damage from physical moves for five turns.,Pared de luz que reduce durante cinco turnos el daño producido por los ataques físicos.,A wondrous wall of light is put up to reduce damage from physical moves for five turns.,Pared de luz que reduce durante cinco turnos el daño producido por los ataques físicos.,championslab
reflect_type,Reflect Type,Clonatipo,normal,status,,,20,,unknown,0,0,0,0,0,0,1,The user becomes the same type or types as the target.,Cambia el tipo del Pokémon al mismo tipo que el del objetivo.,The user becomes the same type or types as the target.,Cambia el tipo del Pokémon al mismo tipo que el del objetivo.,championslab
rest,Rest,Descanso,psychic,status,,,5,,unknown,0,0,0,0,0,0,1,The user goes to sleep for two turns. This fully restores the user's HP and cures any status conditions.,Restaura todos los PS y cura todos los problemas de estado del usuario. Duerme los dos próximos turnos.,The user goes to sleep for two turns. This fully restores the user's HP and cures any status conditions.,Restaura todos los PS y cura todos los problemas de estado del usuario. Duerme los dos próximos turnos.,championslab
return,Return,Retribución,normal,physical,,100,20,,unknown,0,0,0,0,0,0,0,An attack that is based on loyalty.,"Cuanto mayor sea la amistad con el Entrenador, más poderoso será este ataque.",An attack that is based on loyalty.,"Cuanto mayor sea la amistad con el Entrenador, más poderoso será este ataque.",championslab
reversal,Reversal,Inversión,fighting,physical,,100,15,,unknown,0,0,0,0,0,0,0,An all-out attack that becomes more powerful the less HP the user has.,Ataque desesperado que causa más daño cuantos menos PS tenga el usuario.,An all-out attack that becomes more powerful the less HP the user has.,Ataque desesperado que causa más daño cuantos menos PS tenga el usuario.,championslab
rising_voltage,Rising Voltage,Alto Voltaje,electric,special,70,100,20,,unknown,0,0,0,0,0,0,0,The user attacks with electric voltage rising from the ground. This move’s power doubles when the target is on Electric Terrain.,Ataca con una descarga eléctrica que surge del terreno de combate. La potencia del movimiento se duplica si el rival se ve afectado por un campo eléctrico.,The user attacks with electric voltage rising from the ground. This move’s power doubles when the target is on Electric Terrain.,Ataca con una descarga eléctrica que surge del terreno de combate. La potencia del movimiento se duplica si el rival se ve afectado por un campo eléctrico.,championslab
roar,Roar,Rugido,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.","Se lleva al objetivo, que es cambiado por otro Pokémon. Si es un Pokémon salvaje, acaba el combate.","The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.","Se lleva al objetivo, que es cambiado por otro Pokémon. Si es un Pokémon salvaje, acaba el combate.",championslab
rock_blast,Rock Blast,Pedrada,rock,physical,25,90,10,,unknown,0,0,0,0,0,0,0,The user attacks by hurling hard rocks at the target. This move hits two to five times in a row.,Lanza pedruscos al objetivo de dos a cinco veces consecutivas.,The user attacks by hurling hard rocks at the target. This move hits two to five times in a row.,Lanza pedruscos al objetivo de dos a cinco veces consecutivas.,championslab
rock_polish,Rock Polish,Pulimento,rock,status,,,20,,unknown,0,0,0,0,0,0,1,The user polishes its body to reduce drag. This sharply boosts the user's Speed stat.,Reduce la resistencia puliendo su cuerpo. Aumenta la Velocidad considerablemente.,The user polishes its body to reduce drag. This sharply boosts the user's Speed stat.,Reduce la resistencia puliendo su cuerpo. Aumenta la Velocidad considerablemente.,championslab
rock_slide,Rock Slide,Avalancha,rock,physical,75,90,10,,unknown,0,0,0,0,0,0,0,Large boulders are hurled at opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.,Lanza grandes pedruscos. Puede amedrentar al objetivo.,Large boulders are hurled at opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.,Lanza grandes pedruscos. Puede amedrentar al objetivo.,championslab
rock_smash,Rock Smash,Golpe Roca,fighting,physical,40,100,15,,unknown,0,0,0,0,0,0,0,The user attacks with a punch. This may also lower the target's Defense stat.,Ataque con los puños. Puede bajar la Defensa del objetivo. Puede romper rocas fuera del combate.,The user attacks with a punch. This may also lower the target's Defense stat.,Ataque con los puños. Puede bajar la Defensa del objetivo. Puede romper rocas fuera del combate.,championslab
rock_tomb,Rock Tomb,Tumba Rocas,rock,physical,60,95,15,,unknown,0,0,0,0,0,0,0,The user hurls boulders at the target to inflict damage. This also lowers the target's Speed stat by cutting off its movement.,Tira rocas que detienen al objetivo y bajan su Velocidad.,The user hurls boulders at the target to inflict damage. This also lowers the target's Speed stat by cutting off its movement.,Tira rocas que detienen al objetivo y bajan su Velocidad.,championslab
rock_wrecker,Rock Wrecker,Romperrocas,rock,physical,150,90,5,,unknown,0,0,0,0,0,0,0,The user launches a huge boulder at the target to attack. The user can't move on the next turn.,"Lanza una piedra enorme contra el objetivo, pero tiene que descansar el siguiente turno.",The user launches a huge boulder at the target to attack. The user can't move on the next turn.,"Lanza una piedra enorme contra el objetivo, pero tiene que descansar el siguiente turno.",championslab
role_play,Role Play,Imitación,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,"The user mimics the target completely, copying the target's Ability.",Imita al objetivo por completo y copia su habilidad.,"The user mimics the target completely, copying the target's Ability.",Imita al objetivo por completo y copia su habilidad.,championslab
roost,Roost,Respiro,flying,status,,,20,,unknown,0,0,0,0,0,0,1,Restores 1/2 of the user's max HP. If the user is a Flying type it will lose the Flying type for the turn.,Aterriza sobre la superficie para descansar. Recupera hasta la mitad del total de sus PS.,Restores 1/2 of the user's max HP. If the user is a Flying type it will lose the Flying type for the turn.,Aterriza sobre la superficie para descansar. Recupera hasta la mitad del total de sus PS.,championslab
round,Round,Canon,normal,special,60,100,15,,unknown,0,0,0,0,0,0,0,The user attacks the target with a song.,"Un canto que ataca al objetivo. Cuantos más Pokémon lo usan, más aumenta de potencia.",The user attacks the target with a song.,"Un canto que ataca al objetivo. Cuantos más Pokémon lo usan, más aumenta de potencia.",championslab
sacred_sword,Sacred Sword,Espada Santa,fighting,physical,90,100,15,,unknown,0,0,0,0,0,1,0,The user attacks by slicing with a sword. The target's stat changes don't affect the damage inflicted by this move.,"El usuario ataca con una espada, ignorando cualquier cambio en las características del objetivo.",The user attacks by slicing with a sword. The target's stat changes don't affect the damage inflicted by this move.,"El usuario ataca con una espada, ignorando cualquier cambio en las características del objetivo.",championslab
safeguard,Safeguard,Velo Sagrado,normal,status,0,,25,,unknown,0,0,0,0,0,0,1,Prevents all status problems.,"Un escudo que protege de problemas de estado, como el sueño o la parálisis, durante cinco turnos.",Prevents all status problems.,"Un escudo que protege de problemas de estado, como el sueño o la parálisis, durante cinco turnos.",championslab
salt_cure,Salt Cure,Salt Cure,rock,physical,40,100,15,,unknown,0,0,0,0,0,0,0,"The user salt cures the target, inflicting damage every turn. Steel and Water types are more strongly affected by this move.",,"The user salt cures the target, inflicting damage every turn. Steel and Water types are more strongly affected by this move.",,championslab
sand_tomb,Sand Tomb,Bucle Arena,ground,physical,35,85,15,,unknown,0,0,0,0,0,0,0,The user traps the target inside a harshly raging sandstorm that inflicts damage for four to five turns.,Enreda al objetivo en un remolino de arena de cuatro a cinco turnos.,The user traps the target inside a harshly raging sandstorm that inflicts damage for four to five turns.,Enreda al objetivo en un remolino de arena de cuatro a cinco turnos.,championslab
